effect_id,doi_o,ref_o,description,discipline,disc_cat,n_o,r_o,n_r,r_r,gap,gap_band,tags,in_A0,thin_metadata,sim_round1_uncalibrated,sim_round1,sim_round2,audit_tier,simulable_final,sim_needs_review,narr_round1,narr_round1_reason,narr_round2,narr_round2_reason,narrative_disagreement,exclusion_reason,sim_round1_provenance,narrative_final,sim_admission,narrative_manual_adjudication_needed
659,10.1037/0096-3445.136.2.241,"Schmeichel, B. J. (2007). Attention control, memory updating, and emotion regulation temporarily reduce the capacity for executive control. Journal of Experimental Psychology: General, 136(2), 241–255. https://doi.org/10.1037/0096-3445.136.2.241","Controlling the focus of visual attention undermines performance on subsequent tests of working memory span, reverse digit span, and response inhibition.",Cognitive Psychology,cognitive,141.0,0.2055172342864138,235.0,-0.1483404529302446,0.0571767813561691,mid,"emotion regulation, executive control, limited resources, self-regulation, working memory",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
100,10.1016/j.jarmac.2021.08.001,"Blank, H., Panday, A., Edwards, R., Skopicz-Radkiewicz, E., Gibson, V., & Reddy, V. (2022). Double misinformation: Effects on eyewitness remembering. Journal of Applied Research in Memory and Cognition, 11(1), 97–105. https://doi.org/10.1016/j.jarmac.2021.08.001",misinformatio aviability correlates with misinformation endorsement,Cognitive Psychology,cognitive,96.0,-0.69,229.0,-0.385,0.3049999999999999,high,"discrepancy detection, eyewitness memory, misinformation availability, misinformation effect",False,False,NOT_SIMULABLE,SIMULABLE,,unresolved_uncalibrated_reject,True,True,obscure,This narrow discrepancy-detection metric within misinformation-effect research lacks broad recognition beyond specialist eyewitness-memory literature.,obscure,"This is a narrow, low-profile parameter within misinformation-effect research, too peripheral to have generated either a famous-finding or famous-failure reputation.",False,,calibrated compressed prompt (finish pass),obscure,confirmed,False
96,10.1016/j.learninstruc.2018.04.006,"Pérez, A., Potocki, A., Stadtler, M., Macedo-Rouet, M., Paul, J., Salmerón, L., & Rouet, J.-F. (2018). Fostering teenagers’ assessment of information reliability: Effects of a classroom intervention focused on critical source dimensions. Learning and Instruction, 58, 53–64. https://doi.org/10.1016/j.learninstruc.2018.04.006",,Education,other,137.0,-0.251242162819184,229.0,0.0432398724283031,0.2080022903908809,mid,"Near ransfer task, group",False,True,SIMULABLE,NOT_SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,"A narrow, poorly-described near-transfer effect with small samples has no visible footprint in mainstream or specialist discourse.",obscure,No named or notable effect is identified; the vague field/keyword tags describe no recognizable finding with any public association.,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
599,10.1111/j.1467-9280.2007.01909.x,"Birch, S. A. J., & Bloom, P. (2007). The Curse of Knowledge in Reasoning About False Beliefs. Psychological Science, 18(5), 382–386. https://doi.org/10.1111/j.1467-9280.2007.01909.x",curse of knowledge,Cognitive Psychology,cognitive,155.0,0.229690252383138,225.0,0.0460392097390624,0.1836510426440755,mid,"curse of knowledge, false belief, social cognition, reasoning",False,False,SIMULABLE,NOT_SIMULABLE,INSUFFICIENT,excluded,False,True,original_dominates,"Curse of knowledge remains a widely taught, cited concept in psychology/economics; this specific weak replication is largely unknown outside specialists.",original_dominates,Curse of knowledge is widely cited as a robust cognitive bias; its weaker replication is little known outside specialist circles.,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),original_dominates,excluded,False
785,10.1080/02699931.2016.1273201,"Young, S. G., Thorstenson, C. A., & Pazda, A. D. (2016). Facial redness, expression, and masculinity influence perceptions of anger and health. Cognition and Emotion, 32(1), 49–60. https://doi.org/10.1080/02699931.2016.1273201",Facial redness increases perceived anger,Social Psychology,social,40.0,0.3316624790355399,218.0,0.0995037190209989,0.232158760014541,mid,"facial redness, demand characteristics, emotion perception, emotion recognition",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,A niche facial-perception finding with no notable public or scientific footprint; neither the original nor its weak replication is widely cited.,obscure,"Too niche a finding to have built either a ""classic result"" or ""failed replication"" reputation among general researchers.",False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
758,10.1073/pnas.1805327115,"Klein, N., & O’Brien, E. (2018). People use less information than they think to make up their minds. Proceedings of the National Academy of Sciences, 115(52), 13222–13227. https://doi.org/10.1073/pnas.1805327115","People do not fully appreciate this immediacy of judgment, in-stead assuming that they and others will consider more infor- mation before forming conclusions than they and others actually do. This discrepancy in perceived versus actual information use reveals a general psychological bias that bears particular rele-vance in today’s information age.",Judgment and Decision Making,jdm,207.0,0.5869675714609309,214.0,0.5695945778086944,0.0173729936522365,low,"tipping point, change, self-insight, judgment, information processing",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,Niche JDM finding on self-insight into judgment immediacy with minimal citation footprint and no notable replication gap to spark discourse.,obscure,"This is a niche, minimally-known finding with no widely shared name or narrative, so no default association has formed.",False,,calibrated compressed prompt (finish pass),obscure,confirmed,False
392,10.1016/j.jesp.2018.05.006,"Reis, H. T., Lee, K. Y., O’Keefe, S. D., & Clark, M. S. (2018). Perceived partner responsiveness promotes intellectual humility. Journal of Experimental Social Psychology, 79, 21–33. https://doi.org/10.1016/j.jesp.2018.05.006",Responsive conditions increase global focus,Social Psychology,social,350.0,0.1833387858340378,208.0,-0.0960537978895377,0.0872849879445,mid,"Intellectual Humility, Self-Serving Bias, Perceived Partner Responsiveness, Interpersonal Affirmation, global-local visual processing task, self-affirmation",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1963,10.1037/a0020092,"Piff, P. K., Kraus, M. W., Côté, S., Cheng, B. H., & Keltner, D. (2010). Having less, giving more: The influence of social class on prosocial behavior. Journal of Personality and Social Psychology, 99(5), 771–784. https://doi.org/10.1037/a0020092",,,other,81.0,0.2561582384877227,200.0,-0.1771529983152651,0.0790052401724575,mid,,False,True,SIMULABLE,NOT_SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,"No identifying details are given, so this effect cannot have meaningful currency in any record.",obscure,"No description, field, or keywords are given, so no specific effect can be identified or associated with either narrative.",False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
1138,10.1016/j.cognition.2015.01.013,"Kominsky, J. F., Phillips, J., Gerstenberg, T., Lagnado, D., & Knobe, J. (2015). Causal superseding. Cognition, 137, 196–209. https://doi.org/10.1016/j.cognition.2015.01.013","norm violations also affect the causality attributed to other agents, a phenomenon we refer to as ‘‘causal superseding.’’",Experimental Philosophy,expphil,60.0,0.2731961693233893,200.0,0.2785244502458322,-0.0053282809224428,low,"Causal reasoning, Counterfactuals, Morality, Superseding",False,False,NOT_SIMULABLE,SIMULABLE,,unresolved_uncalibrated_reject,True,True,obscure,"A niche experimental-philosophy effect with near-identical replication, but neither version has drawn broad citation or public attention.",obscure,"A niche x-phi effect with no replication failure narrative; original and replication agree, and it's too peripheral for wide recognition.",False,,calibrated compressed prompt (finish pass),obscure,confirmed,False
1835,10.1177/0956797610383437,"Carney, D. R., Cuddy, A. J. C., & Yap, A. J. (2010). Power Posing. Psychological Science, 21(10), 1363–1368. https://doi.org/10.1177/0956797610383437",Power posing decreases cortisol levels,Social Psychology,social,40.0,0.43,200.0,-0.0782592438176975,0.3517407561823025,high,"cortisol, embodiment, hormones, neuroendocrinology, nonverbal behavior, power, risk taking, testosterone",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
533,10.1086/511799,"Correll, S. J., Benard, S., & Paik, I. (2007). Getting a Job: Is There a Motherhood Penalty? American Journal of Sociology, 112(5), 1297–1339. https://doi.org/10.1086/511799",Mothers were judged as significantly less competent,Psychology,psych_general,94.0,0.3909112646207652,198.0,0.0354409589117305,0.3554703057090347,high,"Motherhood penalty, workplace discrimination, wage gap, competence bias, hiring bias",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,original_dominates,The motherhood penalty/competence bias finding remains widely cited in discrimination and wage-gap literature; this specific weak replication is barely known.,original_dominates,The motherhood penalty/competence bias finding is widely cited in discrimination discourse; its replication failure remains largely unknown outside specialists.,False,,calibrated compressed prompt (finish pass),original_dominates,review_admitted,False
1655,10.1057/s41599-019-0279-9,"Roozenbeek, J., & van der Linden, S. (2019). Fake news game confers psychological resistance against online misinformation. Palgrave Communications, 5(1). https://doi.org/10.1057/s41599-019-0279-9",Fake news game confers psychological resistance against online misinformation,Experimental Philosophy,expphil,13564.0,0.5196152422706632,197.0,0.282842712474619,0.2367725297960442,mid,"fake news, misinformation, inoculation theory, online game, media literacy, prebunking, psychological resistance",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,original_dominates,"The ""Bad News"" inoculation game remains widely cited/taught as prebunking success; its smaller replication is little known outside specialists.",obscure,"A niche prebunking-game finding too specific and recent to have formed a widely shared ""classic"" narrative either way.",True,,calibrated compressed prompt (finish pass),DISAGREE,review_admitted,True
455,10.1037/xge0000738,"Stavrova, O., Ehlebracht, D., & Vohs, K. D. (2020). Victims, perpetrators, or both? The vicious cycle of disrespect and cynical beliefs about human nature. Journal of Experimental Psychology: General, 149(9), 1736–1754. https://doi.org/10.1037/xge0000738",Participants exposed to a disrespect condition reported higher levels of cynicism,Social Psychology,social,223.0,0.196116135138184,194.0,0.0727480939540752,0.1233680411841087,mid,"Bidirectional effects, cynicism, disrespect, hostility",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,"A narrow, small-effect social-psychology finding with modest N; neither the original nor its replication has entered broader scientific or public awareness.",obscure,"This is a narrow, low-profile finding lacking the fame needed for either a ""classic"" or ""failed replication"" reputation.",False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
1513,10.1177/1948550609360261,"Carter, N. L., & Mark Weber, J. (2010). Not Pollyannas. Social Psychological and Personality Science, 1(3), 274–279. https://doi.org/10.1177/1948550609360261",generalized trust predicts deception detection accuracy,Social Psychology,social,29.0,0.49,193.0,-0.02,0.47,high,"trust, lie detection, signal detection theory, bias, deception",False,False,SIMULABLE,NOT_SIMULABLE,NOT_SIMULABLE,excluded,False,True,obscure,This niche trust–lie-detection correlation and its null replication both remain largely unnoticed outside specialist deception-research circles.,obscure,Niche trust–lie-detection correlation lacks broad recognition; too specialized for either the finding or its failure to be a default association.,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
579,10.1287/orsc.2021.1456,"Kacperczyk, O., & Younkin, P. (2022). A Founding Penalty: Evidence from an Audit Study on Gender, Entrepreneurship, and Future Employment. Organization Science, 33(2), 716–745. https://doi.org/10.1287/orsc.2021.1456","A founding penalty: evidence from an audit study on gender, entrepreneurship, and future employment",Economics,jdm,413.0,0.1003645657555172,188.0,-0.0636988626424997,0.0366657031130175,low,"entrepreneurship, gender inequality, field study",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1687,10.1037/h0055756,"Asch, S. E. (1946). Forming impressions of personality. The Journal of Abnormal and Social Psychology, 41(3), 258–290. https://doi.org/10.1037/h0055756","including ""warm"" vs ""cold"" in a list of character qualities leads to assumptions of different secondary character qualitties",Social Psychology,social,166.0,0.2526843663561895,183.0,-0.2207329263621315,0.031951439994058,low,"first impressions, personality",True,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed_A0,True,False,original_dominates,Asch's warm-cold central traits study remains a classic textbook staple; the weak/negative replication is barely known outside specialists.,failure_dominates,"Asch's warm/cold trait study is a textbook classic now widely cited as an example of weak, non-replicating impression-formation research.",True,,"calibrated prompt, A0 anchor-calibration test batch",DISAGREE,confirmed,True
287,10.1111/psyp.12132,"Meyer, A., Riesel, A., & Proudfit, G. H. (2013). Reliability of the<scp>ERN</scp>across multiple tasks as a function of increasing errors. Psychophysiology, 50(12), 1220–1225. Portico. https://doi.org/10.1111/psyp.12132",Flanker Task,Cognitive Psychology,cognitive,43.0,0.3470088817920543,182.0,0.1579905011066728,0.1890183806853814,mid,"Anxiety, Individual differences, EEG/ERP, Psychometrics, Error-related negativity, Error processing",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1022,10.1037/0022-3514.94.4.672,"Stanovich, K. E., & West, R. F. (2008). On the relative independence of thinking biases and cognitive ability. Journal of Personality and Social Psychology, 94(4), 672–695. https://doi.org/10.1037/0022-3514.94.4.672",Participants who answered correctly were more often of higher cognitive ability (measured via SAT scores),Social Psychology,social,375.0,0.2393359268518111,177.0,0.0747899482416342,0.1645459786101769,mid,"Thinking biases, heuristics and biases, intelligence, cognitive ability",False,False,SIMULABLE,NOT_SIMULABLE,NOT_SIMULABLE,excluded,False,True,obscure,This narrow individual-differences correlation in heuristics research draws little citation or public attention either way.,obscure,A niche correlational finding on cognitive ability and heuristics tasks is too specific to have entered common discourse.,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
947,10.1111/j.1467-9280.2008.02089.x,"Armor, D. A., Massey, C., & Sackett, A. M. (2008). Prescribed Optimism: Is It Right to Be Wrong About the Future? Psychological Science, 19(4), 329–331. https://doi.org/10.1111/j.1467-9280.2008.02089.x",Participants are most likely to recommend optimisitic predictions,Social Psychology,social,125.0,0.4216440631699864,177.0,0.5081488619782859,-0.0865047988082994,low,"Affect, Attitude, Coercion, Forecasting, Humans, Time Perception, predictions",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,This niche forecasting-optimism effect and its replication show no evidence of broad recognition beyond a narrow specialty.,obscure,"Niche finding on optimistic prediction recommendations lacks broad recognition, and replication here actually strengthened, not weakened, the effect.",False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
952,10.1111/j.1467-9280.2008.02077.x,"Masicampo, E. J., & Baumeister, R. F. (2008). Toward a Physiology of Dual-Process Reasoning and Judgment: Lemonade, Willpower, and Expensive Rule-Based Analysis. Psychological Science, 19(3), 255–260. https://doi.org/10.1111/j.1467-9280.2008.02077.x","The attraction effect was larger in the depletion with placebo group than among participants in the other three groups (depletion with sugar, no depletion with sugar, no depletion with placebo)",Social Psychology,social,115.0,0.2121320343559642,166.0,0.0447213595499957,0.1674106748059684,mid,"Adult, Association, Attention [physiology], Beverages, Blood Glucose [metabolism], Brain [physiology], Female, Humans, Inhibition (Psychology), Interpersonal Relations, Intuition [physiology], Judgment [physiology], Logic, Male, Motivation, Physical Exertion [physiology], Problem Solving [physiology], Set (Psychology)",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
32,10.1016/j.obhdp.2004.12.002,"Mussweiler, T., & Englich, B. (2005). Subliminal anchoring: Judgmental consequences and underlying mechanisms. Organizational Behavior and Human Decision Processes, 98(2), 133–143. https://doi.org/10.1016/j.obhdp.2004.12.002","Subliminally presented numerical anchors influence judgment, causing estimates to shift toward the anchor values without participants being consciously aware of the anchors.",Social Psychology,social,41.0,0.31,165.0,-0.0737982163483143,0.2362017836516856,mid,Anchoring; Heuristics; Comparison; Selective accessibility; Assimilation,False,False,SIMULABLE,NOT_SIMULABLE,NOT_SIMULABLE,excluded,False,True,obscure,Subliminal anchoring is a niche finding rarely taught or cited widely; its replication failure is known mostly to specialists.,obscure,"Subliminal anchoring is a niche variant of standard anchoring; too peripheral for either a ""classic finding"" or ""failed replication"" narrative to dominate.",False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
2054,10.1037/pspa0000093,"Bhattacharjee, A., Dana, J., & Baron, J. (2017). Anti-profit beliefs: How people neglect the societal benefits of profit. Journal of Personality and Social Psychology, 113(5), 671–696. https://doi.org/10.1037/pspa0000093",,psychology,psych_general,198.0,0.1675954939338689,163.0,0.1860999769017632,-0.0185044829678943,low,,False,True,SIMULABLE,SIMULABLE,INSUFFICIENT,excluded,False,False,obscure,"With no effect description or field detail provided and a negligible gap, there's no basis for a specific claim.",obscure,"No effect description or keywords are given, and the replication gap is negligible, so no identifiable default association can exist.",False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated compressed prompt (finish pass),obscure,excluded,False
1351,10.1016/j.cognition.2009.02.001,"Greene, J. D., Cushman, F. A., Stewart, L. E., Lowenberg, K., Nystrom, L. E., & Cohen, J. D. (2009). Pushing moral buttons: The interaction between personal force and intention in moral judgment. Cognition, 111(3), 364–371. https://doi.org/10.1016/j.cognition.2009.02.001",Sacrificing one life to save five using personal force is less morally acceptable than doing so without personal force,Cognitive Psychology,cognitive,419.0,0.196116135138184,160.0,-0.1819131996109811,0.0142029355272028,low,"moral dilemmas, moral acceptability, personal force, physical contact,",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,original_dominates,The personal-force effect on trolley-style dilemmas remains a textbook moral psychology finding; this niche replication is barely cited.,original_dominates,"The footbridge-vs-switch ""personal force"" distinction is a textbook trolley-problem finding; its replication issues aren't widely known.",False,,calibrated compressed prompt (finish pass),original_dominates,review_admitted,False
1529,10.1177/0956797611402514,"Helzer, E. G., & Pizarro, D. A. (2011). Dirty Liberals! Psychological Science, 22(4), 517–522. https://doi.org/10.1177/0956797611402514",Individuals in a public setting who were given a reminder of physical cleansing reported being more politically conservative than did individuals who were not given such a reminder (R2).,Political Psychology,social,52.0,0.4065622681231995,160.0,-0.029986509105671,0.3765757590175285,high,"morality, social cognition, priming",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,failure_dominates,"This cleanliness-conservatism priming study is now a textbook replication-crisis example, widely cited as a cautionary failed social-priming finding.",obscure,"A niche cleansing-priming political conservatism study; too peripheral for either ""classic finding"" or ""failed replication"" narrative to dominate.",True,,calibrated compressed prompt (finish pass),DISAGREE,review_admitted,True
445,10.1177/0956797616662271,"Sloman, S. A., & Rabb, N. (2016). Your Understanding Is My Understanding. Psychological Science, 27(11), 1451–1460. https://doi.org/10.1177/0956797616662271",Participants' ratings of understanding differ significantly across conditions,Cognitive Psychology,cognitive,106.0,0.2258317958127242,158.0,0.2426594321265917,-0.0168276363138674,low,"Cognitive processes, knowledge level, judgment, monitoring, open data, open materials",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,"Near-identical effect sizes with no notable gap suggest a minor, non-controversial finding lacking broad recognition either way.",obscure,"Generic, unnamed effect with tiny effect sizes and no distinguishing framing; too nondescript to have entered common disciplinary memory.",False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
942,10.1111/j.1467-9280.2008.02078.x,"Eitam, B., Hassin, R. R., & Schul, Y. (2008). Nonconscious Goal Pursuit in Novel Environments. Psychological Science, 19(3), 261–267. https://doi.org/10.1111/j.1467-9280.2008.02078.x",goal primed participants learned more than participants in the control group,Social Psychology,social,86.0,0.2195121951219512,158.0,-0.1044259300039955,0.1150862651179557,mid,"Achievement, Awareness, Cues, Goals, Humans, Mental Recall, Motivation, Orientation, Pattern Recognition, Visual, Problem Solving, Reaction Time, Serial Learning, Social Environment, Unconscious (Psychology), Verbal Learning",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
340,10.1037/xge0000064,"O’Brien, E. (2015). Mapping out past and future minds: The perceived trajectory of rationality versus emotionality over time. Journal of Experimental Psychology: General, 144(3), 624–638. https://doi.org/10.1037/xge0000064",,Social Psychology,social,224.0,0.2,148.0,0.0632455532033675,0.1367544467966324,mid,Study 4,False,True,SIMULABLE,SIMULABLE,INSUFFICIENT,excluded,False,False,obscure,No identifiable effect or description exists to assess; insufficient information to place it in any circulating narrative.,obscure,"No effect name or description is given, just a generic labeled sub-study, so no shared default association can exist.",False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated compressed prompt (finish pass),obscure,excluded,False
1070,10.3758/s13414-020-02150-8,"Ulrich, R., Prislan, L., & Miller, J. (2020). A bimodal extension of the Eriksen flanker task. Attention, Perception, &amp; Psychophysics, 83(2), 790–799. https://doi.org/10.3758/s13414-020-02150-8","For auditory flankers, correct responses are significantly faster in the perceptual-congruent condition than in the response-congruent and incongruent conditions, with no difference in response times between the latter two conditions.",Cognitive Psychology,cognitive,34.0,0.7549834435270749,147.0,0.6082762530298219,0.146707190497253,mid,"Flanker task, congruency, bimodal, interference effect, facilitation effect, bimodal stimulation, conflict tasks, Eriksen flanker task, auditory flankers",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
560,10.1037/a0031047,"Gray, K., Ward, A. F., & Norton, M. I. (2014). Paying it forward: Generalized reciprocity and the limits of generosity. Journal of Experimental Psychology: General, 143(1), 247–254. https://doi.org/10.1037/a0031047",generalized reciprocity and the limits of generosity,Social Psychology,social,165.0,0.2029198624820486,145.0,-0.0434114459582012,0.1595084165238474,mid,"morality, gratitude, evolution, victims, altruism",False,False,SIMULABLE,SIMULABLE,INSUFFICIENT,excluded,False,False,obscure,This niche effect and its replication both lack broad citation or public recognition beyond specialist gratitude/reciprocity researchers.,obscure,"This is a narrow, low-profile finding lacking the fame needed for either a ""classic result"" or ""failed replication"" reputation to form.",False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated compressed prompt (finish pass),obscure,excluded,False
944,10.1111/j.1467-9280.2008.02092.x,"Farris, C., Treat, T. A., Viken, R. J., & McFall, R. M. (2008). Perceptual Mechanisms That Characterize Gender Differences in Decoding Women’s Sexual Intent. Psychological Science, 19(4), 348–354. https://doi.org/10.1111/j.1467-9280.2008.02092.x","male participants were less sensitive to the distinction between friendliness and sexual interest than women, suggesting that gender differences are due to perceptual insensitivity in men",Social Psychology,social,280.0,0.5099019513592785,144.0,0.0894427190999915,0.4204592322592869,high,"Adult, Decision Making, Female, Humans, Intention, Male, Models, Psychological, Pilot Projects, Sex Factors, Sexual Behavior, Social Perception",False,False,SIMULABLE,NOT_SIMULABLE,NOT_SIMULABLE,excluded,False,True,original_dominates,"The ""men misread friendliness as sexual interest"" claim remains widely cited/taught; this specific weak replication is little known outside specialists.",obscure,"A niche specific finding within sexual-perception misjudgment research, too narrow to have entered common discourse either way.",True,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),DISAGREE,excluded,True
1692,10.1007/s11002-014-9295-0,"Dogerlioglu-Demir, K., & Koçaş, C. (2014). Seemingly incidental anchoring: the effect of incidental environmental anchors on consumers’ willingness to pay. Marketing Letters, 26(4), 607–618. https://doi.org/10.1007/s11002-014-9295-0",numerical anchoring in business name increases price estimations,Cognitive Psychology,cognitive,58.0,0.2606658522907645,144.0,0.0549170007571354,0.2057488515336291,mid,anchoring; bias; judgment; consumer price estimations,False,False,NOT_SIMULABLE,SIMULABLE,,unresolved_uncalibrated_reject,True,True,obscure,This niche business-name-anchoring finding is barely cited; neither the original nor its replication has notable traction beyond specialists.,obscure,"This is a niche applied-anchoring study; anchoring generally is famous, but this specific business-name effect never entered common discourse.",False,,calibrated compressed prompt (finish pass),obscure,confirmed,False
414,10.1177/0956797614558718,"Schaerer, M., Swaab, R. I., & Galinsky, A. D. (2014). Anchors Weigh More Than Power. Psychological Science, 26(2), 170–181. https://doi.org/10.1177/0956797614558718",Negotiators with a weak BATNA made significantly lower first offers than those with no alternative,Social Psychology,social,288.0,0.3552177606235726,143.0,0.4347447051746519,-0.0795269445510793,low,"Negotiation, power, alternatives, first offer, anchoring, negotiator focus",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
1030,10.1037/0022-3514.94.3.382,"Fischer, P., Greitemeyer, T., & Frey, D. (2008). Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing. Journal of Personality and Social Psychology, 94(3), 382–395. https://doi.org/10.1037/0022-3514.94.3.382",Reduced self regulation resources are associated with increased biases in confirmatory information processing,Social Psychology,social,85.0,0.3,140.0,0.1,0.1999999999999999,mid,"Self-regulation, depletion of self-regulation resources, confirmatory information processing, selective exposure, decision making, ego, internal-external control, , motivation, self concept",False,False,SIMULABLE,NOT_SIMULABLE,SIMULABLE,A_dual_confirmed,False,True,obscure,"This narrow ego-depletion/confirmation-bias finding is largely unknown outside specialist literature, with neither version widely cited.",obscure,"This is a niche ego-depletion/selective-exposure finding, too specific and peripheral for either narrative to have become a default association.",False,,calibrated compressed prompt (finish pass),obscure,review_admitted,False
1701,10.1111/j.1467-9280.2008.02072.x,"Crosby, J. R., Monin, B., & Richardson, D. (2008). Where Do We Look During Potentially Offensive Behavior? Psychological Science, 19(3), 226–228. https://doi.org/10.1111/j.1467-9280.2008.02072.x","When a White man made a potentially offensive comment in the presence of a Black man, participants would look at the Black man for a longer period of time if he could hear the comment than if he could not",Social Psychology,social,25.0,0.4242640687119285,140.0,0.15,0.2742640687119285,high,"African Continental Ancestry Group, Association, Attention, European Continental Ancestry Group, Eye Movements, Fixation, Ocular, Interpersonal Relations, Orientation, Prejudice, Social Identification, social referencing, association hypothesis, offensive comment",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
847,10.1002/soej.12223,"Chowdhury, S. M., Jeon, J. Y., & Saha, B. (2017). Gender Differences in the Giving and Taking Variants of the Dictator Game. Southern Economic Journal, 84(2), 474–483. Portico. https://doi.org/10.1002/soej.12223",,Economics,jdm,140.0,-0.0154981383979307,137.0,0.2008236202156156,-0.1853254818176849,low,"dictator game, gender differences",False,True,SIMULABLE,NOT_SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,A minor gender-difference finding in dictator games with reversed sign; too niche to be widely cited or debated.,obscure,A minor gender-difference correlation in dictator games is too niche to carry any widely shared narrative either way.,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),obscure,excluded,False
1517,10.1073/pnas.1908369116,"Soroka, S., Fournier, P., & Nir, L. (2019). Cross-national evidence of a negativity bias in psychophysiological reactions to news. Proceedings of the National Academy of Sciences, 116(38), 18888–18892. https://doi.org/10.1073/pnas.1908369116",Negative News Increases Arousal and Negative Affect,Communication Science,other,132.0,0.38,136.0,0.35,0.03,low,"news, negativity bias, arousal, affect, psychophysiology, replication",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,unresolved_uncalibrated_reject,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated compressed prompt (finish pass),n/a,excluded,False
